id,operation,x,power,result
789,pow,54.093539176342105,3,158283.69896462574
793,pow,56.655057230116164,4,10302787.214396739
797,pow,96.426096126473183,8,7474061642305797
801,pow,59.024767451709117,8,147324263147266.03
805,pow,20.886232310375721,3,9111.2992886157062
809,pow,5.5218207958978187,6,28346.134803782352
814,pow,68.041358820496171,6,99228829543.158066
818,pow,98.63538575458351,1,98.63538575458351
821,pow,62.066000804631393,5,921019475.20596611
825,pow,72.332419128435987,1,72.332419128435987
829,pow,40.633888638646127,1,40.633888638646127
832,pow,70.520481522756214,6,122996177435.51039
837,pow,11.158073367311719,6,1929902.0885477634
841,pow,29.840145190699879,6,706001447.53113127
845,pow,29.718895456596627,5,23182662.955113579
849,pow,54.026132113999232,6,24866992168.174759
853,pow,43.570965973017735,7,298112590743.19275
857,pow,83.184745335698139,7,27561689747915.164
862,pow,26.381019039385066,8,234602447620.16599
866,pow,86.461892258852629,2,7475.65881298144
870,pow,24.756797480579969,3,15173.416951183746
874,pow,45.985199857605032,1,45.985199857605032
878,pow,10.992989145143882,4,14603.709878000429
882,pow,86.343610690261642,7,35777619522229.18
886,pow,27.045177207146747,6,391326256.51366448
890,pow,86.659073932448095,4,56397022.366325296
894,pow,98.84592352653371,7,92195843901343.344
897,pow,13.175183449614103,5,396993.46238884609
901,pow,30.506349152749134,6,806011836.10016429
904,pow,85.06614064029452,3,615559.71418671776
909,pow,46.279304508829789,8,21042366937657.004
913,pow,69.433406052340246,8,540191517883601.62
917,pow,60.523855791961395,6,49154074901.82711
921,pow,61.008107955620993,2,3721.9892363247054
925,pow,42.587928327651206,4,3289622.459184411
929,pow,1.8940507430326614,5,24.375753502875551
933,pow,62.475076644147052,1,62.475076644147052
937,pow,32.981125183108979,6,1287042261.3283694
941,pow,21.22704164040054,8,41220739124.350609
945,pow,53.094339003726589,7,1189426277750.0864
949,pow,46.526701616158512,2,2164.7339632790472
953,pow,61.575522228348753,8,206663999829363.31
957,pow,90.12557540656077,7,48298801415487.719
961,pow,56.413475566345525,5,571365856.71104646
965,pow,51.231590322474908,2,2624.6758469699048
969,pow,85.642998154770055,2,7334.7231329379474
973,pow,92.141486549409706,4,72081009.17209205
977,pow,8.0529800474441959,2,64.850487644534326
981,pow,35.750145114190353,5,58396799.391109265
985,pow,12.026785143472431,8,437720029.20160389
988,pow,42.482166877235379,3,76669.032307932037
993,pow,66.026406339387279,1,66.026406339387279
997,pow,41.7347661994948,3,72693.228038887319
1001,pow,77.966786666523561,3,473946.04833212134
1005,pow,71.532356955260823,8,685520237875919.75
1009,pow,45.204174497664539,8,17435256534845.07
1013,pow,33.288222731409789,5,40874555.540752158
1017,pow,75.415288277486965,5,2439478402.192987
1021,pow,7.2414370649867266,2,52.438410766163578
1024,pow,24.948010606002409,5,9664504.6651689336
1029,pow,78.099807575916032,3,476376.01987307501
1033,pow,35.025974159553073,6,1846466095.5091631
1037,pow,62.876395407605685,1,62.876395407605685
1041,pow,64.771081541812507,5,1140002344.8431194
1045,pow,35.588649417227799,4,1604153.8859787735
1049,pow,17.478926516190029,3,5340.0370422063243
1053,pow,16.960607277741868,7,403728852.47296864
1057,pow,81.656341478166794,3,544464.73260129243
1061,pow,72.343755525759292,4,27390767.455848187
1065,pow,96.84851937421989,7,79919157896532.219
1069,pow,82.881748668619991,8,2226748883230775.2
1073,pow,63.163911365652901,1,63.163911365652901
1077,pow,81.249591541391482,8,1899194705665920.8
1081,pow,91.556046615858378,4,70266468.399920061
1083,pow,91.942315607738109,7,55540279652625.328
1087,pow,24.306804676719374,1,24.306804676719374
1091,pow,26.22507860451346,8,223735237153.15167
1095,pow,96.234147209158337,4,85766326.391950801
1099,pow,10.238298776074815,2,104.82276182817506
1103,pow,90.197530919235518,2,8135.5945839264477
1107,pow,45.126660802907715,8,17197510721478.387
1111,pow,39.568212633632363,6,3837766938.109479
1114,pow,93.535810199254172,5,7159613233.3242168
1117,pow,32.47579395245242,3,34251.479201092436
1120,pow,31.925735987550645,2,1019.2526183467863
1123,pow,65.497919123540342,2,4289.9774095138318
1126,pow,95.790493931242736,1,95.790493931242736
1129,pow,29.318800080840816,2,859.59203818031142
1132,pow,28.231197093344761,4,635209.77998154401
1135,pow,59.265214136137359,5,731137887.56890237
1138,pow,98.053299771270744,8,8544717480058479
1141,pow,5.9486994518905325,2,35.387025168922719
1144,pow,39.202297747310837,2,1536.8201486688124
1147,pow,93.577033192983592,5,7175404027.9726315
1150,pow,9.7740587589756842,8,83291285.410745114
1153,pow,59.147574243195585,2,3498.4355388543336
1156,pow,19.443913236877254,1,19.443913236877254
1159,pow,54.537476395111049,7,1435044161758.9629
1162,pow,17.055650558105768,8,7160548913.3843031
1165,pow,75.581975996977377,4,32634199.735568389
1168,pow,56.698729587383838,3,182272.01056408384
1171,pow,2.1112916215595945,1,2.1112916215595945
1174,pow,3.7854800710374255,5,777.32891123126421
1177,pow,41.739370014884621,7,220709602641.73813
1180,pow,53.457436185417414,1,53.457436185417414
1183,pow,38.159812683410514,7,117826679632.14401
1186,pow,48.675277216394228,7,647379637661.11584
1190,pow,49.772784263996265,1,49.772784263996265
1193,pow,64.586275391774748,7,4687936068605.5283
1196,pow,31.836328546756004,2,1013.5518153369912
1199,pow,7.9467755686843713,8,15904776.969239248
1202,pow,60.472974534232918,8,178850701977714.59
1205,pow,49.938334983137679,5,310577715.58240205
1208,pow,78.331032513135554,7,18094098840038.477
1211,pow,23.701362423589849,4,315568.20897603309
1214,pow,39.138149978410077,4,2346395.2594701601
1217,pow,32.097924956049468,4,1061470.2567681754
1220,pow,68.442581077742119,4,21943480.671831544
1223,pow,99.926940997197278,7,99489706516271.047
1226,pow,30.289010468019406,6,772165710.15589488
1229,pow,36.541187547709384,6,2380652155.8424258
1232,pow,73.205975384089982,6,153914377025.11279
1235,pow,29.415731532298057,4,748718.58390797442
1238,pow,45.2918322664271,1,45.2918322664271
1241,pow,83.822869272756762,4,49368518.07588423
1244,pow,35.573085829222023,1,35.573085829222023
1247,pow,55.623810299601885,5,532480461.00525522
1250,pow,73.658235440507895,5,2168236012.2310057
1253,pow,6.9554620911243532,1,6.9554620911243532
1256,pow,61.825318930574213,4,14610512.882214062
1259,pow,5.1751947750205236,5,3712.2182227756725
1262,pow,44.047667654424487,8,14170440080596.27
1265,pow,88.599832116723817,8,3797197547681315
1268,pow,3.6293707538591113,1,3.6293707538591113
1271,pow,6.5456871702296455,8,3370093.6250575725
1274,pow,82.004151988315201,3,551451.75814916159
1276,pow,98.77833883147207,1,98.77833883147207
1278,pow,65.535814593928436,5,1208908719.0196278
1281,pow,57.861474103568305,1,57.861474103568305
1284,pow,76.044539930775684,8,1118263871446167.6
1291,pow,99.790377164997452,1,99.790377164997452
1294,pow,27.084547754205023,1,27.084547754205023
1297,pow,41.153945455692025,4,2868440.9280685042
1300,pow,49.843137278202413,3,123827.216613791
1303,pow,94.233706811712452,2,8879.9914994757819
1306,pow,7.3566141661409654,5,21547.153003477473
1309,pow,67.631973497653689,8,437740250808456.69
1312,pow,6.7342113435054252,1,6.7342113435054252
1315,pow,97.092807263044477,5,8628499743.8348885
1318,pow,50.126928739225306,7,795239007133.0343
1321,pow,13.794541192325854,8,1311167219.9760647
1324,pow,3.2359377147703832,7,3715.3614972431601
1327,pow,41.466699947878645,1,41.466699947878645
1330,pow,53.346681928339628,3,151817.64022640078
1333,pow,73.042031368138325,3,389689.34244994528
1336,pow,5.9698469834239347,3,212.75981247388478
1339,pow,85.075862751004607,1,85.075862751004607
1342,pow,23.475596864111285,2,551.10364812627165
1345,pow,7.5891278445526824,5,25174.41252262886
1348,pow,24.971700586027872,2,623.58583015822478
1351,pow,46.179826928102848,3,98482.009760712244
1354,pow,3.7693983461000253,1,3.7693983461000253
1357,pow,10.244085429654072,3,1075.0275018530667
1360,pow,55.453845441343674,3,170527.726849283
1363,pow,10.282563279173083,5,114949.46498383509
1366,pow,66.840816957092031,3,298624.37111505185
1369,pow,23.539266638083767,6,170120860.22384152
1372,pow,48.652259797845055,4,5602889.6449871613
1375,pow,27.975127038311015,4,612474.86345344491
1378,pow,35.429265439202666,6,1977756810.7885644
1381,pow,59.710996103676734,2,3565.403055693298
1384,pow,88.779094247368519,7,43468531566643.344
1387,pow,84.256465491483851,5,4246353875.9858203
1390,pow,97.286506988270759,8,8024553646563356
1393,pow,90.094212071983463,5,5935871043.4000759
1396,pow,28.070769887373277,7,13733469530.408022
1399,pow,46.233344538956985,4,4569000.9300180394
1402,pow,40.167497394622295,3,64807.35883865424
1405,pow,75.454411008285021,3,429589.73970285145
1408,pow,81.180560363491779,6,286228100673.81549
1411,pow,55.334755342990881,4,9375446.8558773305
1414,pow,81.283624535832274,3,537043.15217355057
1417,pow,4.0550929263750612,2,16.443778641537058
1420,pow,69.024522218287487,6,108148488746.22537
1423,pow,60.252872866973192,1,60.252872866973192
1426,pow,30.608824572782442,7,25172512562.34634
1429,pow,82.677647827357134,1,82.677647827357134
1432,pow,46.581969715046064,1,46.581969715046064
1435,pow,68.544850494481722,5,1513122772.8686132
1438,pow,47.961095145858259,1,47.961095145858259
1441,pow,77.444804204972456,4,35972377.680751137
1444,pow,92.229984149723137,6,615506727315.6698
1447,pow,39.358521866630348,6,3717343375.2322011
1450,pow,44.256396687792517,5,169777547.60320628
1453,pow,8.0850975798391218,2,65.36880287552043
1456,pow,88.451501870145421,1,88.451501870145421
1459,pow,43.251059442394421,7,283124368294.11072
1462,pow,70.62039438643103,3,352200.86299452215
1465,pow,65.167077693051198,3,276748.15783971577
1468,pow,2.1762130036555938,7,231.15846786205225
1471,pow,65.084736105618163,5,1167873331.5944841
1474,pow,92.14755275569415,6,612213404896.55957
1477,pow,89.546038806502281,2,8018.4930659356123
1480,pow,29.609333555579916,7,19952642769.320286
1483,pow,37.512875718947072,1,37.512875718947072
1486,pow,77.816675966723466,2,6055.4350585100374
1489,pow,21.118363667126459,7,1873362620.3108194
1492,pow,62.113457576825589,7,3566973936226.2427
1495,pow,19.143215872187223,5,2570836.6575046047
1498,pow,54.062094135157601,5,461811051.83845341
1501,pow,8.7660110906487656,2,76.842950441377155
1504,pow,85.79790121233232,5,4649254513.4271669
1507,pow,40.229710696800829,8,6860808155442.5996
1510,pow,55.715082986174046,8,92850073914821.297
1514,pow,6.0539791170655111,8,1804377.2731469329
1517,pow,81.379030442387304,2,6622.5465957429997
1520,pow,64.604407432035131,4,17420017.602303505
1523,pow,12.155649092290227,4,21832.959930757017
1526,pow,36.413708996565859,2,1325.9582028865814
1529,pow,40.325077219943523,2,1626.1118527944082
1532,pow,84.98488941689962,2,7222.4314292026565
1535,pow,19.964878462688898,6,63328620.014756933
1539,pow,41.167835092101171,4,2872315.3343468062
1542,pow,1.1760279257182598,4,1.9128042943407819
1545,pow,72.325663812774977,6,143137876507.91632
1548,pow,36.707332079154646,1,36.707332079154646
1551,pow,38.915312721795637,6,3473146868.2803292
1554,pow,35.626382852581024,1,35.626382852581024
1557,pow,11.200601254598851,1,11.200601254598851
1560,pow,36.119823633314105,2,1304.6416593017161
1563,pow,18.293221013037297,7,685537584.55693567
1566,pow,26.970473651270257,4,529120.14200876548
1569,pow,34.928090140548548,1,34.928090140548548
1572,pow,79.006302249177821,6,243203832985.92386
1575,pow,44.044590818400728,2,1939.9259803603497
1577,pow,74.157662277798153,2,5499.3588745079669
1579,pow,45.884414146355802,5,203388294.67217508
1582,pow,29.084521017189466,8,512029906177.46002
1585,pow,54.702038470578799,5,489798615.36098742
1588,pow,75.903461420849325,5,2519462549.9579182
1591,pow,71.471816655889143,8,680892528097221.88
1594,pow,63.34379256873229,7,4091932260519.9219
1597,pow,76.41996002579377,2,5840.0102903439174
1600,pow,14.217730781532239,2,202.14386857612934
1604,pow,7.2958137508907912,1,7.2958137508907912
1607,pow,9.5687787498643839,2,91.561526763856207
1610,pow,31.619376804384427,3,31612.57830629353
1613,pow,54.362018076757913,2,2955.2290093777542
1616,pow,31.711474512344893,2,1005.6176157470998
1619,pow,19.761728421152572,1,19.761728421152572
1622,pow,70.045902751834888,8,579511281333725.75
1625,pow,75.075716760409975,7,13443006549075.324
1628,pow,54.215236424584596,5,468389100.10141945
1631,pow,91.604508858082923,3,768688.79711954982
1634,pow,78.836971485468951,7,18928209225175.746
1637,pow,60.427490726390815,2,3651.4816354880481
1640,pow,34.534128978697218,7,58578675366.681404
1643,pow,74.567078154610712,3,414611.53251821868
1646,pow,3.0914345459375818,6,872.89164063702992
1649,pow,43.289479390413661,6,6581034651.0847158
1652,pow,85.751134415758216,8,2923606998638591.5
1655,pow,85.568860137388128,6,392549547207.04517
1658,pow,9.3046665408585305,5,69743.552942998242
1661,pow,47.47324724389572,4,5079205.1756536607
1664,pow,60.184455462060583,7,2860160129101.7476
1667,pow,25.604131833399357,4,429774.0793829129
1670,pow,58.838081515912457,3,203692.72153996205
1673,pow,29.017573767323544,7,17323182476.694336
1676,pow,23.152668109393716,1,23.152668109393716
1679,pow,68.154875840047538,2,4645.0871007722953
1682,pow,40.302754831606201,8,6961099819023.0127
1685,pow,30.795109509499706,2,948.33876970207928
1688,pow,42.721821187353704,7,259745663460.06931
1691,pow,47.534532996433022,1,47.534532996433022
1694,pow,45.555623885631583,3,94542.263553060679
1697,pow,77.579450859388999,6,218011903542.13477
1700,pow,28.200578060827155,2,795.27260296480586
1703,pow,95.331538297841888,5,7873775083.8695326
1706,pow,94.309803890296138,1,94.309803890296138
1709,pow,67.859602507818664,6,97649015357.749847
1712,pow,77.926225587539861,4,36875215.373829581
1715,pow,11.005657405502099,5,161465.57659194959
1718,pow,97.118512142540197,2,9432.0054007807285
1721,pow,63.776871606803077,1,63.776871606803077
1724,pow,65.36805853141189,8,333368599773513.62
1727,pow,31.898611831666013,3,32457.521342477266
1730,pow,99.909586868537488,4,99638837.650643125
1733,pow,14.543591303189464,2,211.51604799420821
1736,pow,46.076805116352887,1,46.076805116352887
1739,pow,64.560902833342979,8,301826077826138.62
1742,pow,79.020852945890738,7,19239420724338.004
1745,pow,97.673735245640444,1,97.673735245640444
1748,pow,31.73932649524242,3,31973.716545347757
1751,pow,97.815659926873991,5,8954512488.8535938
1754,pow,97.04029585219692,7,81033534717096.438
1757,pow,49.713588776359302,7,750456993275.90259
1760,pow,34.229784828528274,8,1884661474891.1025
1763,pow,49.314925035732628,5,291670083.79965383
1766,pow,91.182990371815194,7,52407907074000.086
1769,pow,43.259918391586901,3,80957.499804154329
1772,pow,19.534422633160919,6,55565276.201780602
1775,pow,27.788819516423221,2,772.21849011634413
1778,pow,79.93004111175938,3,510657.96362243459
1780,pow,6.3260278797185467,6,64089.459577923139
1782,pow,6.2489107137924353,3,244.01299651896682
1785,pow,42.494783270476439,2,1805.8066052047643
1788,pow,30.813695440236931,7,26375852172.953064
1791,pow,78.604177018349048,2,6178.6166447319529
1797,pow,1.1411670671012137,5,1.9352904315641257
1801,pow,14.131351839937727,4,39878.134890712827
1804,pow,25.101208647710525,2,630.07067557589767
1807,pow,35.288640744869781,8,2404802659324.4141
1810,pow,76.76042387331546,2,5892.1626732110581
1813,pow,46.118181960410091,5,208622378.50671145
1816,pow,88.975488744851447,1,88.975488744851447
1819,pow,80.076107613588775,4,41116090.960696936
1822,pow,13.9513488692394,7,102875839.47750266
1825,pow,74.902308815104206,5,2357632033.7813811
1828,pow,54.460649533929526,2,2965.9623476574984
1831,pow,99.80377931188967,6,988284361673.26636
1834,pow,9.0711242700555914,2,82.285295522791586
1837,pow,50.411369890016751,2,2541.3062141880873
1840,pow,9.9714413849580179,3,991.45686002994967
1843,pow,73.982506698138778,6,163973721261.79367
1846,pow,76.895525230051504,8,1222386490694203.5
1849,pow,84.313427862376386,6,359236518238.0722
1852,pow,35.354183313965493,3,44189.839920728009
1855,pow,89.110756791698989,3,707604.19030666829
1858,pow,89.050344763216501,5,5599871043.5547466
1861,pow,97.276859851038026,1,97.276859851038026
1864,pow,3.4659507691233298,3,41.635824466596929
1867,pow,41.331475483227763,7,206047033076.69681
1870,pow,6.4650341543001053,7,472058.43796401937
1873,pow,25.214460228980016,8,163379440521.48352
1876,pow,58.387646745711976,6,39621036337.076439
1879,pow,22.355826728330374,1,22.355826728330374
1882,pow,24.185833987023404,8,117081570738.95073
1885,pow,61.013847411383594,6,51590587031.920685
1888,pow,62.286592809201686,2,3879.6196437792951
1891,pow,9.5021381088188388,4,8152.397620037952
1894,pow,39.265481590759769,1,39.265481590759769
1897,pow,80.278005156913409,2,6444.5581119734161
1900,pow,74.187268897849222,8,917561256354846.62
1903,pow,18.320848209428995,3,6149.456441794875
1906,pow,51.094198593359437,1,51.094198593359437
1909,pow,1.3041446488733972,1,1.3041446488733972
1912,pow,42.806211273885047,3,78436.891133762532
1915,pow,20.247486250526798,3,8300.6736256794375
1918,pow,47.441039594668972,7,540853172263.63
1921,pow,86.84322571976702,7,37252174284636.664
1924,pow,37.45817736301705,6,2762357287.1082668
1927,pow,3.0996569834497527,5,286.13315355456717
1930,pow,25.932952617645839,6,304166793.31470633
1933,pow,66.703804491640255,1,66.703804491640255
1936,pow,82.519347439311773,3,561910.76817873283
1939,pow,98.070329969160781,5,9071689617.7684326
1942,pow,66.891172269621975,3,299299.79620455543
1945,pow,50.139783153937657,2,2513.9978547238907
1948,pow,20.593354357906076,3,8733.3582950393011
1951,pow,49.285995131303963,3,119721.06992586779
1954,pow,89.392229578902359,1,89.392229578902359
1957,pow,70.511289776305034,4,24719212.732937627
1960,pow,87.016357860051627,3,658874.50777084113
1963,pow,91.295814087603503,1,91.295814087603503
1966,pow,90.795387723210609,2,8243.8024318081443
1969,pow,62.817276566310262,8,242455940609686.38
1972,pow,37.879694634824709,2,1434.8712656275679
1975,pow,21.006045100861293,4,194705.03142828806
1978,pow,96.757132270933468,5,8480372721.3792667
1981,pow,12.485887818206404,4,24303.997645822841
1984,pow,9.9705226524425772,6,982443.41743397142
1987,pow,95.950538516518407,4,84759749.811596885
1990,pow,22.432211920069342,1,22.432211920069342
1993,pow,6.7322543569838844,2,45.323248727128494
1996,pow,44.249550183026408,4,3833852.8600379745
1999,pow,43.546443800746815,7,296940106803.52057
2002,pow,57.421935652954673,5,624293971.00623691
2005,pow,12.095906986713752,4,21406.898722467515
2008,pow,93.481733080969363,3,816921.3866725507
2011,pow,83.577738430969376,8,2380811005954285.5
2014,pow,1.0966250822773114,4,1.4462144609412784
